Student_ID,Age,Gender,CGPA,Attendance,Programming,Data_Structures,Algorithms,DBMS,Operating_Systems,Computer_Networks,OOP,Python,Java,SQL,Web_Development,Git_GitHub,Cloud_Computing,AI_ML,Communication,Problem_Solving,Teamwork,Internship,Projects,Certifications,Aptitude,Average_Skill,Industry_Requirement,Skill_Gap,Employability
1204,20,0,6.36,68,67,61,83,81,86,75,68,93,55,61,90,80,82,95,69,47,56,1,2,0,51,73.47,78,4.53,0
1205,23,1,5.66,65,90,81,50,99,77,56,86,59,88,71,77,71,39,99,65,68,55,1,4,0,54,72.41,77,4.59,1
1206,22,1,7.62,68,79,65,69,76,56,80,76,69,54,55,81,46,37,70,55,50,58,1,1,3,60,63.29,84,20.71,0
1207,24,0,8.04,98,93,97,54,74,51,63,62,77,74,57,98,92,65,92,52,76,95,0,2,5,91,74.82,76,1.18,1
1208,22,0,5.8,90,44,93,66,62,93,41,52,42,51,44,86,74,43,61,78,57,95,1,3,0,74,63.65,78,14.35,0
1209,23,1,8.99,91,59,51,74,45,91,79,71,67,80,93,92,36,83,49,72,94,47,0,1,4,81,69.59,80,10.41,1
1210,23,0,7.54,100,79,56,72,43,63,54,85,95,92,75,93,56,50,86,65,89,77,0,5,2,72,72.35,85,12.65,1
1211,22,0,7.86,71,95,53,59,57,68,71,91,65,83,69,91,39,79,79,87,53,77,1,4,1,90,71.53,88,16.47,1
1212,23,1,7.48,67,83,53,100,99,82,78,86,69,65,84,97,63,68,54,40,93,92,1,2,0,58,76.82,90,13.18,0
1213,22,1,7.3,67,40,96,55,48,64,98,87,52,86,58,77,65,49,41,88,49,68,0,1,1,94,65.94,85,19.06,0
1214,21,0,8.02,87,96,73,73,88,75,45,62,52,73,62,62,54,36,100,77,74,80,1,3,0,62,69.53,79,9.47,1
1215,22,1,6.2,79,69,92,41,68,97,40,84,41,62,73,64,35,38,68,41,48,75,0,4,2,52,60.94,77,16.06,0
1216,22,0,6.32,66,60,96,74,52,99,86,56,76,70,52,81,53,30,46,88,74,65,1,4,5,83,68.12,76,7.88,1
1217,23,0,9.38,70,59,59,79,98,65,62,94,88,89,82,46,47,55,74,45,50,70,1,1,4,40,68.35,83,14.65,0
1218,23,0,9.76,79,45,50,95,86,77,97,79,77,59,93,61,35,67,40,85,83,83,1,3,2,90,71.29,89,17.71,1
1219,20,1,7.18,75,61,55,67,91,40,78,60,41,51,68,56,58,67,99,89,51,99,0,2,1,68,66.53,75,8.47,0
1220,20,1,6.72,63,57,90,86,56,59,100,41,75,62,75,57,54,90,52,77,42,51,0,1,0,63,66.12,83,16.88,0
1221,21,1,8.4,65,47,70,78,84,94,96,76,93,43,61,88,84,73,99,81,92,94,1,2,1,55,79.59,75,-4.59,1
1222,20,1,7.34,81,78,94,45,71,67,56,45,65,62,91,80,75,73,67,63,78,56,1,4,4,64,68.59,89,20.41,1
1223,22,1,5.61,85,71,45,48,87,55,73,83,50,87,91,49,53,91,31,57,53,54,0,2,2,94,63.41,88,24.59,0
1224,23,0,6.2,62,72,95,59,61,86,98,57,47,94,86,49,55,35,66,66,95,48,1,3,1,62,68.76,81,12.24,1
1225,20,0,8.72,100,92,58,99,43,56,80,69,83,87,75,96,57,46,78,80,67,78,1,5,1,67,73.18,80,6.82,1
1226,20,0,8.47,73,55,76,40,44,79,68,61,79,40,48,46,32,80,81,47,50,81,1,3,4,86,59.24,81,21.76,1
1227,21,0,5.62,70,51,97,47,76,67,48,93,82,93,78,87,67,67,62,67,78,87,1,2,0,55,73.35,89,15.65,0
1228,21,1,6.5,77,77,43,94,80,97,52,72,61,64,90,100,90,53,51,49,64,51,1,1,1,82,69.88,77,7.12,0
1229,22,0,6.54,71,91,86,62,88,51,45,69,59,41,58,89,80,80,34,56,60,71,1,4,4,95,65.88,88,22.12,1
1230,23,1,8.52,82,73,100,42,52,66,45,56,47,69,77,77,77,39,47,94,49,64,1,5,0,77,63.18,77,13.82,1
1231,21,0,5.59,71,100,43,43,73,93,59,82,68,42,45,66,50,50,67,68,82,78,0,1,5,50,65.24,87,21.76,0
1232,20,1,5.97,72,53,59,97,84,92,91,71,79,97,91,91,83,99,66,97,54,57,0,1,0,42,80.06,85,4.94,0
1233,23,1,9.1,84,75,49,64,61,81,92,81,65,60,86,72,85,86,93,45,58,54,0,3,5,54,71.0,75,4.0,1
1234,23,0,6.3,78,72,63,86,92,98,42,90,69,64,54,40,88,68,39,53,87,71,1,2,2,40,69.18,78,8.82,0
1235,20,0,8.44,95,62,93,77,98,86,56,53,56,59,96,83,80,62,71,61,61,45,0,3,4,46,70.53,86,15.47,1
1236,21,0,6.57,67,89,74,54,62,69,88,97,59,88,59,92,49,88,77,93,60,97,1,2,0,40,76.18,76,-0.18,1
1237,20,0,5.95,88,84,65,60,90,80,51,49,91,91,48,99,88,47,73,45,99,83,0,3,5,88,73.12,84,10.88,1
1238,23,1,6.59,91,41,76,74,42,73,87,86,94,61,71,73,100,85,45,65,91,82,0,1,5,71,73.29,82,8.71,1
1239,24,0,8.75,77,80,77,96,81,76,86,99,55,60,43,43,38,86,83,78,83,91,1,4,2,48,73.82,77,3.18,1
1240,24,0,9.35,65,60,60,92,73,45,84,90,85,100,89,56,30,77,64,51,71,74,0,2,3,68,70.65,81,10.35,1
1241,22,1,9.24,77,41,93,92,71,46,94,75,82,72,57,43,58,71,57,74,89,73,0,5,4,65,69.88,81,11.12,1
1242,20,0,7.29,78,66,79,85,84,71,40,73,46,91,44,82,92,56,31,53,62,77,0,5,3,62,66.59,86,19.41,1
1243,20,0,8.51,81,96,78,91,90,71,56,48,55,77,59,93,85,81,42,61,52,95,1,1,0,84,72.35,83,10.65,1
1244,22,0,6.42,96,48,60,53,97,92,42,81,84,100,62,65,97,71,70,90,44,93,1,3,4,82,73.47,80,6.53,1
1245,22,0,6.82,91,40,49,75,88,64,65,67,98,54,50,43,64,61,88,62,43,96,1,3,2,68,65.12,75,9.88,1
1246,22,0,9.53,100,50,77,51,60,72,54,50,86,97,76,40,32,55,98,87,67,44,1,1,0,91,64.47,82,17.53,1
1247,23,1,5.56,62,42,85,56,85,94,75,53,95,97,61,46,36,54,82,46,53,57,1,5,4,77,65.71,75,9.29,1
1248,20,0,5.88,87,91,43,78,83,97,71,78,87,85,97,69,56,52,74,79,47,55,0,5,4,72,73.06,77,3.94,1
1249,23,0,6.44,69,62,99,48,60,46,71,94,66,91,43,89,30,86,49,89,48,47,0,3,3,46,65.76,85,19.24,0
1250,22,0,5.62,94,65,96,74,83,91,43,86,92,54,68,48,100,81,53,64,96,64,1,2,0,51,74.0,79,5.0,1
1251,20,0,6.32,88,43,84,99,50,96,57,93,62,85,83,100,73,60,90,52,90,71,0,4,2,70,75.76,82,6.24,1
1252,23,0,8.12,74,57,59,52,78,51,88,58,63,64,73,74,70,93,87,60,74,65,0,2,2,71,68.59,83,14.41,1
1253,23,1,7.4,92,94,56,54,43,55,58,93,48,60,52,47,71,100,56,80,76,91,1,5,0,93,66.71,89,22.29,1
1254,22,0,9.52,66,45,94,57,90,55,82,54,74,63,81,100,62,62,55,49,60,61,1,2,0,59,67.29,81,13.71,0
1255,20,1,9.18,71,74,46,90,40,82,91,67,90,96,48,63,79,31,36,92,97,70,0,4,5,94,70.12,90,19.88,1
1256,22,1,7.04,89,61,43,72,67,92,74,63,59,97,81,58,92,47,71,94,57,82,0,2,1,90,71.18,83,11.82,1
1257,20,0,6.67,80,82,68,45,63,75,79,47,76,44,70,75,66,76,76,98,72,49,1,2,3,56,68.29,85,16.71,0
1258,24,0,7.21,90,54,53,98,100,52,53,82,81,45,46,89,88,62,82,48,47,95,1,2,0,75,69.12,77,7.88,0
1259,21,0,8.16,83,61,42,66,74,46,97,100,56,88,43,91,77,64,88,54,90,96,1,2,0,42,72.53,87,14.47,0
1260,21,0,6.71,79,99,63,62,52,75,72,48,86,82,58,98,34,80,67,91,88,51,1,1,1,40,70.94,79,8.06,1
1261,21,1,8.31,96,76,76,98,86,86,53,86,70,87,81,82,77,47,98,41,56,92,1,5,1,89,76.0,84,8.0,1
1262,22,0,7.34,63,91,55,66,73,90,73,72,94,83,69,66,32,59,82,64,82,67,1,4,4,66,71.65,82,10.35,1
1263,24,0,7.98,87,81,97,73,50,48,100,72,96,86,70,71,76,73,44,52,70,45,1,5,2,92,70.82,86,15.18,1
1264,20,0,7.46,79,51,94,95,75,71,94,58,47,62,74,53,91,82,55,73,73,98,0,1,3,86,73.29,75,1.71,1
1265,23,0,6.83,83,86,91,85,90,50,43,42,54,43,96,96,43,39,77,90,45,59,1,1,4,79,66.41,82,15.59,0
1266,20,0,9.77,91,88,43,77,100,47,63,49,70,66,60,57,92,81,48,97,61,44,0,1,0,72,67.24,81,13.76,0
1267,23,0,8.94,100,81,95,53,56,72,98,79,92,57,100,67,90,78,38,73,53,62,0,1,1,59,73.18,75,1.82,0
1268,20,1,6.13,95,77,63,75,74,62,68,86,69,60,70,99,60,40,93,74,42,48,1,2,5,53,68.24,87,18.76,0
1269,24,1,9.41,93,57,73,92,99,64,58,81,85,67,58,68,46,95,83,77,51,97,1,5,2,75,73.59,87,13.41,1
1270,23,0,7.69,95,84,69,47,57,95,45,40,59,74,70,55,53,87,80,42,75,98,1,3,4,44,66.47,84,17.53,1
1271,22,0,9.53,61,74,57,74,79,47,96,68,99,61,92,74,52,65,68,81,51,68,0,4,5,62,70.94,86,15.06,1
1272,20,0,9.1,74,69,58,58,61,84,72,89,78,79,71,86,79,62,33,95,84,55,1,1,2,84,71.35,84,12.65,1
1273,20,1,7.41,93,63,70,69,96,61,88,73,92,62,41,98,99,76,32,98,41,93,1,5,5,99,73.65,89,15.35,1
1274,23,0,5.6,95,81,99,53,63,98,79,90,94,42,98,98,56,42,93,45,41,85,1,1,1,95,73.94,86,12.06,0
1275,22,1,6.71,65,69,99,98,97,43,58,52,51,79,91,70,44,69,58,94,54,61,0,1,4,54,69.82,80,10.18,0
1276,22,0,7.94,98,53,58,59,58,79,92,93,88,89,49,43,79,97,40,87,62,47,0,1,4,45,69.0,75,6.0,1
1277,24,0,8.35,71,45,88,88,76,42,40,40,56,49,41,76,65,71,87,88,68,98,1,1,2,72,65.76,76,10.24,1
1278,22,0,6.66,62,42,85,64,78,68,44,73,81,64,41,56,37,48,56,58,56,59,0,1,5,94,59.41,79,19.59,0
1279,22,0,6.13,77,55,58,79,60,80,66,68,69,91,99,78,32,48,50,42,71,90,1,4,1,58,66.82,76,9.18,0
1280,22,1,9.26,99,46,61,63,47,68,55,87,68,88,63,87,91,87,68,57,46,53,1,5,0,52,66.76,88,21.24,0
1281,21,1,9.93,80,91,63,53,67,73,45,86,58,47,56,85,76,52,75,78,69,78,0,1,4,68,67.76,84,16.24,1
1282,24,0,7.87,74,53,84,65,44,73,79,52,85,94,71,65,90,83,95,48,67,76,0,1,0,100,72.0,75,3.0,1
1283,20,0,6.27,92,48,51,77,56,67,52,87,50,50,55,87,61,94,65,91,53,89,0,1,1,45,66.65,80,13.35,0
1284,23,1,6.73,94,54,69,62,76,52,87,88,73,100,55,78,42,41,94,51,83,73,1,1,4,54,69.29,90,20.71,0
1285,20,1,5.58,85,60,97,61,75,54,74,92,89,44,85,80,30,53,92,44,69,50,0,2,4,55,67.59,82,14.41,0
1286,24,1,9.61,67,74,77,87,93,99,58,100,46,97,78,43,63,63,64,42,56,93,1,2,5,63,72.53,82,9.47,1
1287,23,1,6.03,95,41,92,96,58,62,51,68,83,84,92,69,91,82,60,50,71,79,1,3,0,62,72.29,87,14.71,1
1288,24,0,8.09,89,66,70,58,66,83,55,78,97,92,70,69,100,37,57,96,85,72,1,1,5,87,73.59,87,13.41,1
1289,22,1,6.73,82,41,75,85,92,65,98,63,73,94,82,61,60,47,30,69,45,70,0,3,3,49,67.65,90,22.35,0
1290,23,0,7.99,73,74,58,90,73,43,82,65,98,76,63,50,93,86,54,43,90,98,0,4,0,93,72.71,82,9.29,1
1291,22,1,8.43,73,57,87,42,50,65,49,56,59,95,40,41,54,34,72,44,63,93,1,3,0,80,58.88,90,31.12,1
1292,20,1,9.23,61,53,84,81,93,79,64,46,89,98,50,83,67,55,96,40,45,83,1,5,3,80,70.94,85,14.06,1
1293,20,1,6.43,96,59,75,58,84,48,59,52,77,84,94,51,43,59,92,66,66,73,1,2,1,88,67.06,90,22.94,0
1294,23,1,5.55,64,57,69,48,86,94,70,44,63,77,60,69,37,83,80,67,57,89,0,2,1,56,67.65,80,12.35,0
1295,23,1,6.12,97,49,94,67,51,44,43,65,49,68,43,75,83,42,31,68,63,46,0,1,4,88,57.71,85,27.29,0
1296,24,0,9.55,100,64,88,59,93,95,83,88,71,44,46,57,31,58,93,57,76,97,1,1,2,95,70.59,77,6.41,1
1297,24,0,9.43,73,41,94,84,60,71,62,42,91,48,65,65,85,32,98,51,95,88,0,4,5,83,68.94,75,6.06,1
1298,22,1,8.19,98,64,72,46,93,59,41,46,54,98,86,92,90,87,38,52,63,93,1,4,2,84,69.06,76,6.94,1
1299,23,1,8.2,84,100,57,53,50,89,95,97,76,87,89,46,51,31,31,80,77,62,1,5,4,69,68.88,79,10.12,1
1300,20,0,8.49,79,93,91,48,78,50,61,88,59,41,51,100,64,57,63,41,73,85,0,1,2,83,67.24,87,19.76,0
1301,24,1,6.29,61,72,88,98,67,54,90,78,42,40,70,40,45,31,89,76,79,95,1,1,0,85,67.88,84,16.12,0
1302,24,1,9.61,98,75,98,99,44,71,96,92,76,79,56,97,79,36,90,84,86,46,1,4,0,49,76.71,79,2.29,1
1303,20,0,7.38,65,70,67,94,56,67,76,40,96,99,72,65,72,55,60,55,54,93,0,4,3,94,70.06,84,13.94,1
1304,24,1,7.22,76,53,98,96,95,61,47,88,79,90,50,62,46,45,39,87,50,64,1,4,3,58,67.65,88,20.35,1
1305,22,1,7.84,84,40,86,99,59,80,46,56,47,69,67,65,87,52,65,63,61,100,0,2,4,68,67.18,75,7.82,1
1306,23,0,5.71,87,85,50,58,80,56,53,82,79,50,71,84,31,69,78,74,93,42,0,3,4,41,66.76,90,23.24,0
1307,20,0,6.25,61,55,96,86,85,98,95,64,83,67,40,45,33,89,99,61,63,98,0,3,4,75,73.94,75,1.06,1
1308,23,0,8.82,94,93,99,91,97,65,94,98,95,83,86,45,68,61,78,75,40,77,1,1,0,58,79.12,89,9.88,1
1309,24,1,5.87,96,85,93,53,51,83,42,100,62,51,67,83,35,44,32,50,57,59,1,2,2,46,61.59,83,21.41,0
1310,24,0,8.21,64,100,84,95,45,46,89,42,79,78,92,47,98,42,34,94,83,73,1,4,5,65,71.82,76,4.18,1
1311,20,0,6.6,60,91,72,77,56,81,55,54,50,65,81,63,98,34,90,97,51,88,0,1,4,54,70.76,81,10.24,0
1312,22,0,7.25,99,42,56,92,90,96,94,68,85,52,46,61,49,81,55,85,96,83,1,2,4,86,72.41,84,11.59,1
1313,21,0,6.8,71,74,45,100,58,65,58,92,47,98,41,58,93,70,34,68,82,83,0,5,0,95,68.59,90,21.41,0
1314,20,0,7.1,95,80,43,75,65,64,90,82,68,47,81,76,45,82,44,74,67,69,1,2,5,77,67.76,78,10.24,1
1315,21,0,8.74,82,45,59,79,87,49,57,71,69,100,63,57,80,79,45,87,79,56,1,1,0,42,68.35,81,12.65,0
1316,21,1,6.84,90,64,87,56,83,98,91,65,95,100,43,70,66,44,30,93,99,98,0,3,5,77,75.41,82,6.59,1
1317,22,1,8.05,70,52,86,69,83,84,55,99,99,93,83,76,98,36,45,54,46,49,0,4,0,55,71.0,90,19.0,0
1318,21,0,7.64,69,92,66,48,91,58,47,55,49,67,58,69,71,69,66,99,62,74,1,5,2,41,67.12,79,11.88,1
1319,21,0,8.49,62,73,54,72,71,50,99,64,78,97,65,96,86,57,32,70,60,59,0,2,4,70,69.59,87,17.41,1
1320,22,0,9.72,73,47,45,95,45,52,72,93,67,69,50,81,95,61,81,81,73,57,1,1,1,67,68.47,86,17.53,1
1321,21,1,8.8,75,60,86,91,94,92,88,67,88,48,79,72,38,44,76,80,50,84,0,1,1,46,72.76,86,13.24,0
1322,21,1,6.47,69,73,53,64,97,47,51,48,75,78,89,49,93,99,42,82,61,83,0,4,4,69,69.65,75,5.35,1
1323,21,1,5.64,88,43,99,53,75,79,92,95,100,70,82,76,51,94,84,55,81,66,1,1,4,82,76.18,90,13.82,1
1324,20,1,6.68,69,64,50,50,77,43,50,95,52,97,50,51,63,33,50,49,74,98,1,1,4,97,61.53,78,16.47,0
1325,20,1,8.18,71,54,78,92,50,86,44,40,71,60,84,93,84,40,95,88,91,98,1,4,4,46,73.41,84,10.59,1
1326,20,1,5.73,89,43,48,74,72,70,66,68,75,95,42,69,58,55,83,71,68,88,0,5,5,75,67.35,90,22.65,1
1327,22,1,7.73,100,84,65,80,63,67,51,96,76,86,51,66,67,90,56,90,81,75,0,3,2,68,73.18,77,3.82,1
1328,24,1,8.19,60,99,55,98,62,50,56,61,65,73,42,78,47,66,67,41,67,62,0,3,1,63,64.06,84,19.94,0
1329,21,1,7.0,64,51,44,53,54,82,45,55,61,94,81,48,100,52,87,63,98,71,1,2,3,91,67.0,89,22.0,1
1330,21,0,8.97,79,71,96,69,66,40,72,80,43,70,66,93,94,69,91,62,57,49,1,5,1,78,69.88,86,16.12,1
1331,22,0,5.98,67,71,91,80,50,88,44,90,70,91,88,60,30,52,75,41,53,50,1,2,1,43,66.12,79,12.88,0
1332,21,0,5.84,71,67,100,43,96,86,96,83,57,64,93,51,33,45,40,77,57,77,1,3,0,68,68.53,84,15.47,0
1333,20,0,8.78,60,52,49,98,90,91,67,90,77,51,41,94,33,90,37,70,67,45,0,4,4,83,67.18,87,19.82,1
1334,24,1,7.73,79,70,89,43,89,77,53,93,63,40,88,68,56,97,100,90,63,98,1,1,4,44,75.12,84,8.88,1
1335,23,1,8.6,87,53,42,67,56,63,44,80,95,94,55,72,72,60,93,79,47,80,1,3,4,94,67.76,87,19.24,1
1336,21,0,7.46,96,59,52,47,90,93,93,46,62,61,41,82,88,82,50,65,81,86,1,5,0,68,69.29,80,10.71,1
1337,20,1,6.61,96,57,82,41,92,99,95,53,61,79,99,92,61,54,92,68,93,73,0,3,2,69,75.94,76,0.06,1
1338,23,0,9.19,71,68,88,80,53,96,98,68,41,76,93,54,62,73,93,42,84,75,0,5,2,68,73.18,81,7.82,1
1339,24,1,9.1,96,99,69,100,66,86,72,58,70,86,69,41,57,41,49,97,92,76,1,5,3,65,72.24,87,14.76,1
1340,23,0,8.63,87,45,93,85,57,70,89,58,94,40,59,91,84,38,37,53,47,56,0,5,2,58,64.47,77,12.53,0
1341,20,1,6.72,74,71,84,61,67,80,87,41,50,40,77,78,89,41,87,64,43,79,0,2,2,65,67.0,89,22.0,0
1342,23,1,8.16,65,68,45,80,90,85,80,80,67,96,67,92,99,98,75,87,66,79,0,4,4,76,79.65,75,-4.65,1
1343,22,0,7.12,79,82,56,95,86,89,58,84,85,81,64,83,91,83,60,40,75,93,1,3,5,66,76.76,84,7.24,1
1344,23,1,5.91,73,41,98,94,86,65,61,54,71,93,71,93,63,83,38,92,44,51,0,4,1,69,70.47,77,6.53,1
1345,21,0,9.63,61,99,84,55,43,88,44,42,44,81,100,57,85,57,44,42,72,60,0,1,2,90,64.53,83,18.47,0
1346,21,0,6.12,68,62,90,68,46,89,98,50,77,60,49,42,42,85,55,93,88,79,0,3,2,92,69.0,84,15.0,1
1347,22,0,9.78,96,58,92,88,84,44,41,92,49,54,99,46,85,98,39,65,73,58,1,4,0,69,68.53,85,16.47,1
1348,20,0,7.51,79,70,58,87,74,59,69,85,79,56,81,82,47,87,58,57,69,42,1,4,3,42,68.24,85,16.76,1
1349,21,1,6.33,85,90,81,69,87,91,86,69,85,61,79,57,83,71,65,48,47,57,1,1,5,98,72.12,89,16.88,0
1350,24,1,7.94,88,44,74,51,48,80,78,96,63,77,72,83,72,67,66,77,78,92,1,5,0,97,71.65,80,8.35,1
1351,21,1,9.43,60,58,85,74,47,50,43,79,74,74,52,77,68,97,100,62,86,90,1,3,4,82,71.53,85,13.47,1
1352,21,0,8.8,94,73,65,50,91,95,72,57,83,84,95,76,90,82,52,60,65,58,0,3,1,46,73.41,80,6.59,1
1353,20,1,9.13,65,49,90,85,84,93,52,90,87,55,80,97,71,62,70,96,96,86,0,1,3,100,79.0,78,-1.0,1
1354,23,0,8.46,96,64,44,89,56,72,59,87,99,47,93,72,47,100,57,40,76,45,0,5,0,88,67.47,89,21.53,0
1355,21,1,8.62,64,41,68,60,56,89,93,41,62,86,81,83,52,85,77,60,73,55,0,3,2,96,68.35,82,13.65,1
1356,22,1,9.32,92,50,76,60,88,77,46,71,56,56,86,98,83,80,67,66,46,47,0,3,2,48,67.82,79,11.18,1
1357,23,1,6.62,73,89,59,44,72,66,54,47,40,56,76,70,59,72,60,81,79,87,1,3,3,92,65.35,81,15.65,1
1358,24,0,7.7,71,100,88,87,71,73,62,61,94,93,93,97,87,44,43,98,67,57,1,5,2,80,77.35,83,5.65,1
1359,20,1,6.5,79,70,60,59,47,54,53,45,70,65,55,50,97,67,58,45,78,91,1,1,0,81,62.59,87,24.41,0
1360,24,1,9.94,83,95,49,76,58,71,62,51,70,52,84,43,96,44,80,94,78,87,1,3,0,52,70.0,87,17.0,1
1361,23,0,9.75,93,54,44,42,77,100,58,86,81,56,61,98,100,34,78,83,67,82,0,4,2,54,70.65,90,19.35,1
1362,23,1,5.68,84,48,75,83,42,97,93,96,96,77,96,57,47,83,72,75,53,78,0,5,2,93,74.59,88,13.41,1
1363,23,0,8.68,88,62,45,72,98,60,68,79,94,56,59,43,36,80,34,67,92,88,1,2,4,44,66.65,90,23.35,1
1364,24,1,9.66,98,58,65,92,44,85,95,75,81,87,89,88,69,39,71,84,89,88,1,1,1,68,76.41,90,13.59,1
1365,23,0,6.31,90,48,43,100,52,44,59,54,92,53,82,73,99,41,36,56,77,51,0,4,3,74,62.35,79,16.65,0
1366,24,0,8.06,82,74,78,48,86,45,68,67,95,84,66,68,94,33,71,98,43,84,1,3,0,66,70.71,85,14.29,1
1367,23,1,9.62,97,60,78,100,85,77,63,91,73,45,80,63,97,47,65,79,81,49,1,2,3,66,72.53,88,15.47,1
1368,22,0,5.65,79,48,89,48,100,61,57,96,48,74,55,61,78,65,56,97,57,46,1,1,4,47,66.82,79,12.18,0
1369,23,0,8.64,82,67,74,43,70,57,49,88,61,85,73,41,81,54,87,91,83,85,1,5,0,71,69.94,88,18.06,1
1370,24,0,6.84,75,85,40,74,94,53,80,84,52,53,71,83,58,65,75,42,87,94,0,2,4,59,70.0,78,8.0,0
1371,21,0,9.66,67,90,63,56,55,49,96,57,64,86,65,45,50,96,95,51,64,40,0,2,4,49,66.0,80,14.0,0
1372,23,0,9.87,80,46,96,73,89,85,47,41,87,47,64,81,38,38,54,78,46,88,1,4,5,52,64.59,76,11.41,1
1373,21,0,9.75,60,55,75,63,71,52,65,52,57,100,41,64,76,90,56,51,77,75,0,1,2,68,65.88,77,11.12,1
1374,22,1,7.63,67,55,45,71,61,70,68,84,90,54,51,94,71,82,30,41,67,60,1,4,5,74,64.35,75,10.65,1
1375,20,0,9.38,88,99,80,40,68,69,49,93,51,93,79,96,80,47,71,95,44,76,1,4,3,100,72.35,76,3.65,1
1376,22,0,9.3,91,72,93,47,61,42,56,54,79,100,48,60,85,72,81,85,42,91,0,3,3,93,68.71,76,7.29,1
1377,23,1,6.94,97,43,85,84,82,69,41,59,56,66,51,94,80,64,54,61,83,63,1,5,2,47,66.76,82,15.24,1
1378,21,1,9.23,64,43,99,62,42,45,45,68,54,52,65,98,99,92,83,62,70,94,1,2,5,68,69.0,82,13.0,1
1379,21,1,5.67,81,78,83,86,93,68,97,98,81,88,48,55,49,33,96,69,86,64,0,1,3,70,74.82,76,1.18,1
1380,24,1,8.18,93,79,99,79,49,47,44,81,54,70,49,70,56,70,35,44,81,46,1,5,5,80,61.94,87,25.06,1
1381,21,1,6.54,60,56,96,51,81,83,67,68,54,92,71,53,67,74,87,48,97,81,1,5,2,69,72.12,88,15.88,1
1382,24,1,6.04,85,76,70,93,60,84,80,42,94,95,96,78,94,79,99,60,59,56,1,1,0,61,77.35,80,2.65,1
1383,20,1,5.85,69,78,59,51,55,82,44,58,78,74,73,67,83,57,82,50,58,68,0,5,4,60,65.71,89,23.29,0
1384,23,0,8.63,89,99,63,85,51,83,57,42,52,99,87,71,53,71,95,44,87,69,1,3,4,51,71.06,79,7.94,1
1385,24,0,7.03,77,91,64,86,41,72,65,93,56,45,59,67,76,98,87,74,99,46,1,5,5,50,71.71,77,5.29,1
1386,20,1,8.76,76,68,75,54,80,56,59,53,71,44,78,90,100,30,31,66,50,72,0,3,3,41,63.35,79,15.65,0
1387,21,0,5.79,85,91,60,80,63,87,80,79,48,61,99,94,92,68,51,88,79,46,0,2,5,89,74.47,79,4.53,1
1388,21,0,6.92,67,75,69,58,74,50,88,98,79,97,41,88,86,46,66,41,42,97,1,2,5,80,70.29,79,8.71,1
1389,20,0,7.93,99,99,63,65,95,52,66,94,59,88,40,48,84,64,49,63,62,63,0,4,1,41,67.88,77,9.12,1
1390,21,1,9.06,71,77,83,91,69,89,88,43,65,62,90,97,89,75,53,70,46,50,1,3,4,73,72.76,89,16.24,1
1391,20,1,6.93,86,78,81,68,96,50,51,98,66,64,99,84,91,71,94,72,62,48,1,2,2,42,74.88,77,2.12,1
1392,24,0,8.32,67,89,69,61,69,70,46,99,60,73,75,61,59,68,94,78,100,51,1,5,5,55,71.88,78,6.12,1
1393,24,1,9.49,84,76,61,79,86,67,98,91,57,65,63,71,51,78,30,69,46,74,0,1,1,90,68.35,81,12.65,0
1394,20,0,8.27,63,91,67,60,74,83,42,50,52,86,93,44,58,91,32,85,85,43,1,1,1,43,66.82,86,19.18,0
1395,24,0,6.55,92,100,46,90,58,45,49,97,55,44,66,62,70,67,75,76,73,75,0,3,4,62,67.53,86,18.47,1
1396,24,0,5.61,60,74,74,77,89,80,73,70,48,65,41,44,71,52,84,90,81,67,1,4,4,96,69.41,86,16.59,1
1397,24,0,9.42,78,46,94,59,47,55,64,82,51,59,70,81,94,51,93,67,58,96,1,5,4,89,68.65,88,19.35,1
1398,22,1,5.6,90,66,67,96,65,43,74,71,83,45,96,92,60,33,74,99,97,52,1,3,2,59,71.35,76,4.65,1
1399,23,1,9.44,75,67,53,68,88,74,55,66,77,45,53,71,59,78,55,70,48,62,1,1,1,64,64.06,84,19.94,0
1400,21,1,7.88,73,61,95,90,79,99,41,69,58,98,41,98,47,88,94,50,87,58,1,3,3,69,73.71,78,4.29,1
1401,22,0,9.73,64,53,49,43,46,87,99,82,99,89,68,49,46,97,53,62,90,81,0,5,2,57,70.18,78,7.82,1
1402,24,1,9.09,100,46,55,94,69,95,63,41,46,57,54,98,67,100,64,96,57,76,1,2,0,81,69.29,75,5.71,1
1403,20,0,9.99,85,76,55,46,46,98,49,88,96,43,51,78,43,31,53,41,80,78,1,5,5,50,61.88,90,28.12,1
1404,24,1,7.08,87,100,93,67,42,65,77,48,74,56,76,97,85,78,57,79,87,63,0,2,4,68,73.18,84,10.82,1
1405,23,0,8.95,61,61,70,67,40,96,61,67,87,96,67,54,51,60,45,80,84,55,0,2,1,56,67.12,90,22.88,0
1406,24,0,7.31,65,44,81,43,75,51,65,70,57,53,59,46,96,69,88,66,81,72,1,2,5,65,65.65,82,16.35,1
1407,20,0,7.66,68,94,64,61,64,50,82,99,55,53,100,68,85,77,83,74,64,51,0,3,2,95,72.0,75,3.0,1
1408,23,1,8.32,92,41,52,51,76,76,94,73,94,52,78,98,48,80,45,41,91,73,1,1,0,96,68.41,82,13.59,0
1409,24,1,9.43,100,66,45,84,40,64,78,100,78,46,63,86,86,72,44,78,53,46,1,3,2,62,66.41,81,14.59,1
